WorkTimeInSeconds,Input.Restaurant,Input.Question,Answer.Q1AnswerPart1
98,Gregoire,Does this restaurant have its own website?,100
7,Gregoire,Does this restaurant have its own website?,100
31,Gregoire,Does this restaurant have its own website?,100
19,Gregoire,Does this restaurant have its own website?,80
29,Gregoire,Does this restaurant have its own website?,100
14,Gregoire,Does this restaurant have its own website?,80
62,Gregoire,Does this restaurant have its own website?,100
46,Gregoire,Does this restaurant have its own website?,100
188,Gregoire,Does this restaurant have its own website?,100
59,Gregoire,Does this restaurant have its own website?,100
374,Gregoire,Does this restaurant have its own website?,100
60,Gregoire,Does this restaurant have its own website?,0
61,Gregoire,Does this restaurant have its own website?,100
29,Gregoire,Does this restaurant have its own website?,100
8,Gregoire,Does this restaurant have its own website?,100
22,Gregoire,Does this restaurant have its own website?,100
80,Rivoli,Would a typical meal at this restaurant cost more than $30?,0
70,Rivoli,Would a typical meal at this restaurant cost more than $30?,80
12,Rivoli,Would a typical meal at this restaurant cost more than $30?,-80
241,Rivoli,Would a typical meal at this restaurant cost more than $30?,-80
32,Rivoli,Would a typical meal at this restaurant cost more than $30?,100
48,Rivoli,Would a typical meal at this restaurant cost more than $30?,60
32,Rivoli,Would a typical meal at this restaurant cost more than $30?,100
8,Rivoli,Would a typical meal at this restaurant cost more than $30?,100
55,Rivoli,Would a typical meal at this restaurant cost more than $30?,100
126,Rivoli,Would a typical meal at this restaurant cost more than $30?,0
69,Rivoli,Would a typical meal at this restaurant cost more than $30?,80
25,Rivoli,Would a typical meal at this restaurant cost more than $30?,100
19,Rivoli,Would a typical meal at this restaurant cost more than $30?,80
71,Rivoli,Would a typical meal at this restaurant cost more than $30?,60
8,Rivoli,Would a typical meal at this restaurant cost more than $30?,-100
88,Rivoli,Would a typical meal at this restaurant cost more than $30?,0
35,Rivoli,Would a typical meal at this restaurant cost more than $30?,-100
49,Rivoli,Would a typical meal at this restaurant cost more than $30?,-60
80,Rivoli,Would a typical meal at this restaurant cost more than $30?,80
49,Rivoli,Would a typical meal at this restaurant cost more than $30?,100
25,Rivoli,Would a typical meal at this restaurant cost more than $30?,100
16,Rivoli,Would a typical meal at this restaurant cost more than $30?,60
15,Rivoli,Would a typical meal at this restaurant cost more than $30?,80
28,Rivoli,Would a typical meal at this restaurant cost more than $30?,80
32,Rivoli,Would a typical meal at this restaurant cost more than $30?,80
512,Rivoli,Would a typical meal at this restaurant cost more than $30?,80
8,Rivoli,Would a typical meal at this restaurant cost more than $30?,100
41,Rivoli,Would a typical meal at this restaurant cost more than $30?,80
52,Rivoli,Would a typical meal at this restaurant cost more than $30?,80
39,Rivoli,Would a typical meal at this restaurant cost more than $30?,60
16,Rivoli,Does this restaurant have a parking lot?,0
52,Rivoli,Does this restaurant have a parking lot?,-60
22,Rivoli,Does this restaurant have a parking lot?,100
104,Rivoli,Does this restaurant have a parking lot?,0
32,Rivoli,Does this restaurant have a parking lot?,-60
81,Rivoli,Does this restaurant have a parking lot?,60
30,Rivoli,Does this restaurant have a parking lot?,-100
97,Rivoli,Does this restaurant have a parking lot?,60
33,Rivoli,Does this restaurant have a parking lot?,-80
26,Rivoli,Does this restaurant have a parking lot?,-100
79,Rivoli,Does this restaurant have a parking lot?,0
104,Rivoli,Does this restaurant have a parking lot?,0
16,Rivoli,Does this restaurant have a parking lot?,-80
157,Rivoli,Does this restaurant have a parking lot?,60
68,Rivoli,Does this restaurant have a parking lot?,-60
38,Rivoli,Does this restaurant have a parking lot?,-100
30,Rivoli,Does this restaurant have a parking lot?,-100
34,Rivoli,Does this restaurant have a parking lot?,-100
13,Rivoli,Does this restaurant have a parking lot?,100
73,Rivoli,Does this restaurant have a parking lot?,-100
192,Rivoli,Does this restaurant have a parking lot?,-80
9,Rivoli,Does this restaurant have a parking lot?,-60
39,Rivoli,Does this restaurant have a parking lot?,-60
57,Rivoli,Does this restaurant have a parking lot?,-100
121,Rivoli,Does this restaurant have a parking lot?,0
21,Rivoli,Does this restaurant have a parking lot?,-100
42,Rivoli,Does this restaurant have a parking lot?,0
56,Rivoli,Does this restaurant have a parking lot?,80
170,Rivoli,Does this restaurant have a parking lot?,100
53,Rivoli,Does this restaurant have a parking lot?,0
51,Chez Panisse,Does this restaurant have a parking lot?,-80
89,Chez Panisse,Does this restaurant have a parking lot?,-80
14,Chez Panisse,Does this restaurant have a parking lot?,60
145,Chez Panisse,Does this restaurant have a parking lot?,60
8,Chez Panisse,Does this restaurant have a parking lot?,80
40,Chez Panisse,Does this restaurant have a parking lot?,-100
41,Chez Panisse,Does this restaurant have a parking lot?,-100
67,Chez Panisse,Does this restaurant have a parking lot?,80
194,Chez Panisse,Does this restaurant have a parking lot?,-100
26,Chez Panisse,Does this restaurant have a parking lot?,0
111,Chez Panisse,Does this restaurant have a parking lot?,0
188,Chez Panisse,Does this restaurant have a parking lot?,-100
10,Chez Panisse,Does this restaurant have a parking lot?,0
20,Chez Panisse,Does this restaurant have a parking lot?,-100
18,Chez Panisse,Does this restaurant have a parking lot?,80
37,Chez Panisse,Does this restaurant have a parking lot?,-80
54,Chez Panisse,Does this restaurant have a parking lot?,-80
9,Chez Panisse,Does this restaurant have a parking lot?,80
11,Chez Panisse,Does this restaurant have a parking lot?,100
13,Chez Panisse,Does this restaurant have a parking lot?,-100
35,Chez Panisse,Does this restaurant have a parking lot?,0
42,Chez Panisse,Does this restaurant have a parking lot?,-100
46,Chez Panisse,Does this restaurant have a parking lot?,-100
15,Chez Panisse,Does this restaurant have a parking lot?,-80
37,Chez Panisse,Does this restaurant have a parking lot?,-80
162,Chez Panisse,Does this restaurant have a parking lot?,-80
66,Chez Panisse,Does this restaurant have a parking lot?,-100
66,Chez Panisse,Does this restaurant have a parking lot?,100
94,Chez Panisse,Does this restaurant have a parking lot?,-60
28,Chez Panisse,Does this restaurant have a parking lot?,-60
43,Chez Panisse,Is this restaurant open until midnight?,-80
8,Chez Panisse,Is this restaurant open until midnight?,-100
33,Chez Panisse,Is this restaurant open until midnight?,-100
10,Chez Panisse,Is this restaurant open until midnight?,-100
17,Chez Panisse,Is this restaurant open until midnight?,-60
80,Chez Panisse,Is this restaurant open until midnight?,-60
64,Chez Panisse,Is this restaurant open until midnight?,-100
22,Chez Panisse,Is this restaurant open until midnight?,-100
25,Chez Panisse,Is this restaurant open until midnight?,-100
19,Chez Panisse,Is this restaurant open until midnight?,-100
148,Chez Panisse,Is this restaurant open until midnight?,-100
9,Chez Panisse,Is this restaurant open until midnight?,0
23,Chez Panisse,Is this restaurant open until midnight?,-80
41,Chez Panisse,Is this restaurant open until midnight?,-80
57,Chez Panisse,Is this restaurant open until midnight?,-100
9,Chez Panisse,Is this restaurant open until midnight?,100
44,Chez Panisse,Is this restaurant open until midnight?,-80
34,Chez Panisse,Is this restaurant open until midnight?,-100
50,Chez Panisse,Is this restaurant open until midnight?,-80
113,Chez Panisse,Is this restaurant open until midnight?,100
18,Chez Panisse,Is this restaurant open until midnight?,-100
21,Chez Panisse,Is this restaurant open until midnight?,-100
34,Chez Panisse,Is this restaurant open until midnight?,-100
25,Chez Panisse,Is this restaurant open until midnight?,-100
48,Chez Panisse,Is this restaurant open until midnight?,-100
103,Chez Panisse,Is this restaurant open until midnight?,-100
196,Chez Panisse,Is this restaurant open until midnight?,100
103,Chez Panisse,Is this restaurant open until midnight?,-100
96,Chez Panisse,Is this restaurant open until midnight?,-80
421,Chez Panisse,Is this restaurant open until midnight?,-100
74,Cheese Board Pizza,Does this restaurant serve Chinese food?,-100
26,Cheese Board Pizza,Does this restaurant serve Chinese food?,-80
25,Cheese Board Pizza,Does this restaurant serve Chinese food?,0
57,Cheese Board Pizza,Does this restaurant serve Chinese food?,-100
73,Cheese Board Pizza,Does this restaurant serve Chinese food?,-100
48,Cheese Board Pizza,Does this restaurant serve Chinese food?,-100
52,Cheese Board Pizza,Does this restaurant serve Chinese food?,-100
81,Cheese Board Pizza,Does this restaurant serve Chinese food?,-100
49,Cheese Board Pizza,Does this restaurant serve Chinese food?,-80
62,Cheese Board Pizza,Does this restaurant serve Chinese food?,-100
58,Cheese Board Pizza,Does this restaurant serve Chinese food?,-80
44,Cheese Board Pizza,Does this restaurant serve Chinese food?,-80
26,Cheese Board Pizza,Does this restaurant serve Chinese food?,-100
82,Cheese Board Pizza,Does this restaurant serve Chinese food?,-100
20,Cheese Board Pizza,Does this restaurant serve Chinese food?,-100
42,Cheese Board Pizza,Does this restaurant serve Chinese food?,-100
20,Cheese Board Pizza,Does this restaurant serve Chinese food?,-100
17,Cheese Board Pizza,Does this restaurant serve Chinese food?,-100
8,Cheese Board Pizza,Does this restaurant serve Chinese food?,-100
18,Cheese Board Pizza,Does this restaurant serve Chinese food?,-100
65,Cheese Board Pizza,Does this restaurant serve Chinese food?,-100
55,Cheese Board Pizza,Does this restaurant serve Chinese food?,-100
15,Cheese Board Pizza,Does this restaurant serve Chinese food?,-100
8,Cheese Board Pizza,Does this restaurant serve Chinese food?,-100
8,Cheese Board Pizza,Does this restaurant serve Chinese food?,-100
73,Cheese Board Pizza,Does this restaurant serve Chinese food?,-100
37,Cheese Board Pizza,Does this restaurant serve Chinese food?,-100
69,Cheese Board Pizza,Does this restaurant serve Chinese food?,-100
15,Cheese Board Pizza,Does this restaurant serve Chinese food?,-100
38,Cheese Board Pizza,Does this restaurant serve Chinese food?,-100
71,Gregoire,Does this restaurant have a romantic atmosphere?,-80
21,Gregoire,Does this restaurant have a romantic atmosphere?,-100
6,Gregoire,Does this restaurant have a romantic atmosphere?,-60
133,Gregoire,Does this restaurant have a romantic atmosphere?,-60
92,Gregoire,Does this restaurant have a romantic atmosphere?,-80
17,Gregoire,Does this restaurant have a romantic atmosphere?,-80
6,Gregoire,Does this restaurant have a romantic atmosphere?,60
208,Gregoire,Does this restaurant have a romantic atmosphere?,-100
157,Gregoire,Does this restaurant have a romantic atmosphere?,-80
55,Gregoire,Does this restaurant have a romantic atmosphere?,60
9,Gregoire,Does this restaurant have a romantic atmosphere?,-100
94,Gregoire,Does this restaurant have a romantic atmosphere?,-80
48,Gregoire,Does this restaurant have a romantic atmosphere?,60
73,Gregoire,Does this restaurant have a romantic atmosphere?,-60
32,Gregoire,Does this restaurant have a romantic atmosphere?,-100
51,Gregoire,Does this restaurant have a romantic atmosphere?,-80
122,Gregoire,Does this restaurant have a romantic atmosphere?,-60
41,Gregoire,Does this restaurant have a romantic atmosphere?,-80
51,Gregoire,Does this restaurant have a romantic atmosphere?,-100
25,Gregoire,Does this restaurant have a romantic atmosphere?,-80
21,Gregoire,Does this restaurant have a romantic atmosphere?,-60
93,Gregoire,Does this restaurant have a romantic atmosphere?,-80
27,Gregoire,Does this restaurant have a romantic atmosphere?,-100
30,Gregoire,Does this restaurant have a romantic atmosphere?,-80
